date,product_category,region,units_sold,revenue,profit,new_customers,returning_customers,churn_rate,orders,avg_order_value,returns_units,return_rate,marketing_spend,operating_cost,net_profit,inventory_units,stockout_days
2020-02-10,Sports,South,219,11892.48,2950.12,8,57,0.0459,60,196.05,8,0.0365,1726.51,7637.18,-4687.06,442,3
2020-02-10,Sports,East,207,16978.53,6267.72,22,58,0.0541,88,200.52,17,0.0821,1882.57,6979.34,-711.62,526,1
2020-02-10,Sports,West,201,18760.6,8128.14,16,71,0.049,75,249.18,13,0.0647,1624.76,8736.6,-608.46,463,1
2020-02-17,Electronics,North,217,57417.39,19383.43,27,98,0.0558,103,586.47,20,0.0922,5651.22,22084.29,-2700.86,493,4
2020-02-17,Electronics,South,287,53958.38,23426.97,24,85,0.0489,85,620.95,25,0.0871,7698.26,34591.94,-11164.97,665,1
2020-02-17,Electronics,East,349,75516.12,17128.96,25,93,0.0504,143,524.52,34,0.0974,9793.93,30912.16,-13783.2,644,1
2020-02-17,Electronics,West,272,54640.9,20990.55,30,71,0.0418,82,687.94,21,0.0772,6234.37,36855.26,-15864.71,658,0
2020-02-17,Clothing,North,413,17885.42,4743.15,43,144,0.0519,210,87.37,39,0.0944,1578.01,8523.85,-3780.7,998,2
2020-02-17,Clothing,South,492,16478.86,6194.23,58,121,0.0448,125,126.82,45,0.0915,1683.99,9411.34,-3217.11,1137,3
2020-02-17,Clothing,East,394,10671.29,3905.94,30,143,0.0411,130,81.78,31,0.0787,1296.95,6919.47,-3013.53,739,1
2020-02-17,Clothing,West,475,14065.07,3966.76,42,94,0.0447,137,106.39,17,0.0358,2210.71,9044.59,-5077.83,920,1
2020-02-17,Groceries,North,808,4224.43,1263.05,102,285,0.0349,147,28.11,53,0.0656,753.37,3389.91,-2126.86,1655,4
2020-02-17,Groceries,South,784,7778.21,3458.06,70,221,0.0459,231,32.8,77,0.0982,757.81,3444.54,13.52,1217,0
2020-02-17,Groceries,East,710,9463.71,3143.95,93,244,0.049,294,32.07,14,0.0197,785.88,3963.3,-819.35,1513,0
2020-02-17,Groceries,West,833,9515.51,2171.55,119,274,0.0482,290,32.09,67,0.0804,1234.17,3956.88,-1785.33,1868,2
2020-02-17,Furniture,North,112,39281.21,9989.89,7,27,0.0476,51,791.24,6,0.0536,4152.13,18807.62,-8817.73,225,0
2020-02-17,Furniture,South,125,68912.26,18959.5,19,52,0.05,74,957.97,11,0.088,4504.99,23161.71,-4202.21,292,2
2020-02-17,Furniture,East,128,52293.93,15380.43,15,49,0.035,60,903.25,11,0.0859,4577.4,26616.85,-11236.42,318,0
2020-02-17,Furniture,West,108,42039.99,18100.59,13,37,0.0484,59,702.24,8,0.0741,3478.15,19450.39,-1349.8,289,0
2020-02-17,Sports,North,244,17736.03,5023.57,16,66,0.0405,84,203.62,23,0.0943,2086.65,8662.62,-3639.05,506,1
2020-02-17,Sports,South,236,7877.42,2626.43,15,48,0.0435,36,221.46,14,0.0593,1605.78,7673.89,-5047.46,462,2
2020-02-17,Sports,East,228,14468.27,3836.89,26,100,0.0468,76,197.36,12,0.0526,1772.65,7317.85,-3480.96,504,1
2020-02-17,Sports,West,217,23537.45,7594.33,8,88,0.0552,94,246.9,7,0.0323,1677.79,8479.51,-885.18,479,2
2020-02-24,Electronics,North,323,61018.91,18494.71,22,86,0.0545,103,577.16,24,0.0743,5840.06,23423.72,-4929.01,464,2
2020-02-24,Electronics,South,226,108121.21,35934.56,40,70,0.058,180,631.5,4,0.0177,7577.84,30711.55,5223.01,655,0
2020-02-24,Electronics,East,286,58286.24,17440.65,23,68,0.0529,112,532.81,18,0.0629,10297.8,31068.52,-13627.87,543,0
2020-02-24,Electronics,West,249,49540.61,10025.16,38,74,0.0504,77,673.27,13,0.0522,5916.54,31806.04,-21780.88,608,1
2020-02-24,Clothing,North,441,19343.13,4228.16,31,171,0.0428,219,92.52,28,0.0635,1820.97,8229.62,-4001.46,927,5
2020-02-24,Clothing,South,407,19452.89,7949.67,50,69,0.0475,160,124.82,18,0.0442,1709.77,8980.45,-1030.78,1224,2
2020-02-24,Clothing,East,484,19060.71,8362.21,24,100,0.042,220,84.37,10,0.0207,1260.75,8496.94,-134.73,769,0
2020-02-24,Clothing,West,387,22392.96,8470.74,51,123,0.046,212,102.57,29,0.0749,2133.01,8737.53,-266.79,982,2
2020-02-24,Groceries,North,1606,22294.82,7550.92,210,484,0.0398,783,28.62,77,0.0479,1536.25,6949.66,601.26,1557,4
2020-02-24,Groceries,South,832,11138.29,2699.87,38,230,0.0539,331,33.41,36,0.0433,814.05,3285.37,-585.5,1160,2
2020-02-24,Groceries,East,810,8163.5,1851.02,49,220,0.0581,256,32.89,37,0.0457,681.05,3744.36,-1893.34,1519,3
2020-02-24,Groceries,West,856,5990.41,1668.6,118,353,0.05,202,30.57,37,0.0432,1184.56,3753.13,-2084.53,1844,1
2020-02-24,Furniture,North,108,23314.6,8636.38,9,11,0.0454,29,800.3,6,0.0556,4208.68,17451.87,-8815.49,224,2
2020-02-24,Furniture,South,119,47468.77,17981.6,12,39,0.0461,49,953.62,11,0.0924,3850.25,24127.7,-6146.1,280,1
2020-02-24,Furniture,East,151,75392.05,16680.15,8,51,0.034,81,918.08,7,0.0464,4643.48,25132.83,-8452.68,329,1
2020-02-24,Furniture,West,138,51267.83,16902.97,11,22,0.0476,73,701.55,7,0.0507,3112.67,19761.67,-2858.7,283,1
2020-02-24,Sports,North,277,22497.13,5296.25,17,56,0.0454,97,222.14,10,0.0361,1742.74,8806.01,-3509.76,445,2
2020-02-24,Sports,South,218,25502.68,6148.4,9,68,0.0411,123,203.73,7,0.0321,1714.94,7909.71,-1761.31,456,1
2020-02-24,Sports,East,229,19467.5,6775.68,30,69,0.0514,104,193.03,8,0.0349,1729.19,6633.78,141.9,537,0
2020-02-24,Sports,West,210,20121.21,7239.15,23,55,0.0482,80,250.82,14,0.0667,1567.59,9433.0,-2193.85,456,1
2020-03-02,Electronics,North,281,58389.74,14349.93,28,77,0.0505,106,561.78,15,0.0534,6217.21,24493.57,-10143.64,489,2
2020-03-02,Electronics,South,363,73949.72,23127.79,44,101,0.0508,120,627.89,7,0.0193,8676.19,33922.29,-10794.5,672,0
2020-03-02,Electronics,East,242,77176.39,30119.18,30,85,0.053,151,536.26,15,0.062,11464.19,31603.93,-1484.75,570,0
2020-03-02,Electronics,West,356,94094.11,19797.65,21,71,0.0419,130,701.18,35,0.0983,7338.76,35842.82,-16045.17,596,1
2020-03-02,Clothing,North,456,11858.43,3074.14,55,176,0.0419,126,91.59,21,0.0461,1875.95,7706.4,-4632.26,964,2
2020-03-02,Clothing,South,607,20878.88,7850.74,82,143,0.0457,168,126.51,53,0.0873,2119.57,9081.42,-1230.68,1255,4
2020-03-02,Clothing,East,627,26038.66,9838.67,62,190,0.0344,321,83.2,46,0.0734,1434.41,7104.88,2733.79,813,1
2020-03-02,Clothing,West,510,19568.39,5719.21,49,156,0.0439,179,104.75,10,0.0196,2684.93,8623.58,-2904.37,984,0
2020-03-02,Groceries,North,909,10071.54,2690.45,125,273,0.0371,364,28.49,60,0.066,688.21,3310.97,-620.52,1545,4
2020-03-02,Groceries,South,785,9889.99,1979.67,76,270,0.0503,308,32.3,58,0.0739,880.65,3413.61,-1433.94,1232,4
2020-03-02,Groceries,East,811,11509.52,3180.97,67,240,0.0491,352,33.04,58,0.0715,745.27,3941.04,-760.07,1515,2
2020-03-02,Groceries,West,900,15361.41,3579.88,69,293,0.0545,502,30.84,70,0.0778,1289.3,4096.5,-516.62,1877,1
2020-03-02,Furniture,North,159,59226.63,21469.95,16,19,0.0512,75,830.51,11,0.0692,5016.18,18371.21,3098.74,221,0
2020-03-02,Furniture,South,144,23521.71,5526.6,23,42,0.0485,27,887.64,9,0.0625,4271.18,23117.98,-17591.38,304,0
2020-03-02,Furniture,East,154,44489.83,9504.91,12,86,0.0339,47,966.35,9,0.0584,5438.82,26019.75,-16514.84,289,0
2020-03-02,Furniture,West,143,57462.98,21303.57,8,41,0.0421,83,701.77,11,0.0769,3912.85,18876.74,2426.83,299,2
2020-03-02,Sports,North,192,20752.12,4578.06,20,44,0.0392,94,216.4,8,0.0417,2101.48,9383.76,-4805.7,491,3
2020-03-02,Sports,South,179,19707.55,7537.93,19,66,0.0404,98,197.18,4,0.0223,1728.08,7775.8,-237.87,434,1
2020-03-02,Sports,East,322,19064.29,6305.54,26,99,0.0437,92,198.24,10,0.0311,2043.04,7465.52,-1159.98,525,2
2020-03-02,Sports,West,267,27108.5,5944.01,20,65,0.0513,109,246.81,16,0.0599,1775.88,8750.3,-2806.29,469,3
2020-03-09,Electronics,North,299,68938.32,21918.33,29,77,0.0623,119,594.5,28,0.0936,6310.1,21809.03,109.3,503,0
2020-03-09,Electronics,South,242,91336.31,29730.9,54,95,0.0488,142,651.5,20,0.0826,9090.82,32005.56,-2274.66,666,2
2020-03-09,Electronics,East,283,92492.08,25525.72,30,74,0.0483,171,537.46,19,0.0671,10784.46,31163.72,-5638.0,602,4
2020-03-09,Electronics,West,340,83891.77,35175.79,43,76,0.0464,119,681.82,24,0.0706,7009.66,31761.66,3414.13,636,3
2020-03-09,Clothing,North,630,21356.32,9061.95,39,140,0.0455,225,91.08,31,0.0492,1955.58,8084.74,977.21,969,2
2020-03-09,Clothing,South,394,23644.47,6590.95,48,172,0.039,193,125.51,31,0.0787,1988.57,9287.54,-2696.59,1166,2
2020-03-09,Clothing,East,531,13437.02,5927.86,43,171,0.0414,158,84.74,21,0.0395,1536.53,7254.62,-1326.76,780,0
2020-03-09,Clothing,West,519,23625.07,7757.64,56,116,0.0423,231,103.77,51,0.0983,2784.46,9189.4,-1431.76,928,2
2020-03-09,Groceries,North,844,15808.72,3678.35,91,273,0.0369,548,27.52,59,0.0699,696.88,3246.74,431.61,1567,4
2020-03-09,Groceries,South,805,10419.63,2947.58,79,286,0.0534,310,32.54,26,0.0323,750.85,3187.39,-239.81,1185,1
2020-03-09,Groceries,East,822,9163.18,3251.04,139,248,0.0537,293,32.8,43,0.0523,729.82,3932.46,-681.42,1532,3
2020-03-09,Groceries,West,774,13279.71,5251.85,79,232,0.057,417,30.36,45,0.0581,1320.14,3858.4,1393.45,1850,2
2020-03-09,Furniture,North,148,93875.49,36772.02,17,48,0.0487,120,780.0,4,0.027,4653.67,17656.88,19115.14,232,0
2020-03-09,Furniture,South,148,72084.33,29648.66,12,47,0.0509,70,995.99,12,0.0811,4404.56,21716.97,7931.69,316,2
2020-03-09,Furniture,East,149,101688.74,28194.55,12,48,0.0385,109,933.65,5,0.0336,5291.82,26411.16,1783.39,342,1
2020-03-09,Furniture,West,122,48170.06,16698.26,9,56,0.0469,76,665.64,10,0.082,4233.74,17183.36,-485.1,273,4
2020-03-09,Sports,North,256,26400.88,11620.76,30,64,0.0384,116,221.14,24,0.0938,2017.54,7499.24,4121.52,483,0
2020-03-09,Sports,South,211,33279.9,14549.12,35,18,0.0485,147,216.67,20,0.0948,1975.69,7744.62,6804.5,481,0
2020-03-09,Sports,East,299,19185.63,4642.38,25,99,0.0475,94,194.71,22,0.0736,1785.13,6700.38,-2058.0,516,0
2020-03-09,Sports,West,254,26312.02,11637.16,18,98,0.0482,103,249.65,12,0.0472,1836.04,8845.81,2791.35,451,3
2020-03-16,Electronics,North,300,60461.14,26476.87,24,100,0.0614,107,575.49,15,0.05,5777.65,21417.71,5059.16,486,0
2020-03-16,Electronics,South,294,111046.41,26570.73,37,95,0.0511,170,628.71,10,0.034,8127.12,30612.27,-4041.54,618,0
2020-03-16,Electronics,East,353,86006.27,26395.45,24,82,0.0549,164,531.83,24,0.068,11333.98,31256.37,-4860.92,589,3
2020-03-16,Electronics,West,255,45504.46,15290.93,33,87,0.0536,68,697.71,12,0.0471,6027.68,34423.03,-19132.1,567,2
2020-03-16,Clothing,North,501,21973.58,9727.18,48,149,0.0438,256,85.48,43,0.0858,1958.58,7837.29,1889.89,899,1
